Sexo;Universidad;Ámbito de estudio ISCED 1999;Total
Ambos Sexos;Pontificia Comillas;225 - Historia y arqueología;..
Ambos Sexos;Pontificia Comillas;226 - Filosofía y ética;32
Ambos Sexos;Pontificia Comillas;Total Ciencias sociales, educación comercial y derecho;3.828
Ambos Sexos;Pontificia Comillas;311 - Psicología;431
Ambos Sexos;Pontificia Comillas;312 - Sociología, antropología y geografía social y cultural;25
Ambos Sexos;Pontificia Comillas;313 - Ciencias políticas;225
Ambos Sexos;Pontificia Comillas;314 - Economía;..
Ambos Sexos;Pontificia Comillas;320 - Periodismo e información;..
Ambos Sexos;Pontificia Comillas;321 - Periodismo;62
Ambos Sexos;Pontificia Comillas;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Pontificia Comillas;342 - Marketing y publicidad;25
Ambos Sexos;Pontificia Comillas;343 - Finanzas, banca y seguros;..
Ambos Sexos;Pontificia Comillas;345 - Administración y gestión de empresas;1.435
Ambos Sexos;Pontificia Comillas;380 - Derecho;1.625
Ambos Sexos;Pontificia Comillas;Total Ciencias;5
Ambos Sexos;Pontificia Comillas;421 - Biología y Bioquímica;..
Ambos Sexos;Pontificia Comillas;422 - Ciencias del medio ambiente;..
Ambos Sexos;Pontificia Comillas;442 - Química;..
Ambos Sexos;Pontificia Comillas;443 - Geología y meteorología;..
Ambos Sexos;Pontificia Comillas;462 - Estadística;2
Ambos Sexos;Pontificia Comillas;481 - Ciencias de la computación;3
Ambos Sexos;Pontificia Comillas;Total Ingeniería, industria y construcción;1.206
Ambos Sexos;Pontificia Comillas;520 - Ingeniería y profesiones afines;1.093
Ambos Sexos;Pontificia Comillas;521 - Mecánica y metalurgia;1
Ambos Sexos;Pontificia Comillas;522 - Electricidad y energía;1
Ambos Sexos;Pontificia Comillas;523 - Electrónica y automática;111
Ambos Sexos;Pontificia Comillas;524 - Procesos químicos;..
Ambos Sexos;Pontificia Comillas;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Pontificia Comillas;541 - Industria de la alimentación;..
Ambos Sexos;Pontificia Comillas;544 - Minería y extracción;..
Ambos Sexos;Pontificia Comillas;581 - Arquitectura y urbanismo;..
Ambos Sexos;Pontificia Comillas;582 - Construcción e ingeniería civil;..
Ambos Sexos;Pontificia Comillas;Total Agricultura y veterinaria;..
Ambos Sexos;Pontificia Comillas;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Pontificia Comillas;623 - Silvicultura;..
Ambos Sexos;Pontificia Comillas;641 - Veterinaria;..
Ambos Sexos;Pontificia Comillas;Total Salud y servicios sociales;730
Ambos Sexos;Pontificia Comillas;720 - Salud;..
Ambos Sexos;Pontificia Comillas;721 - Medicina;..
Ambos Sexos;Pontificia Comillas;723 - Enfermería y atención a enfermos;470
Ambos Sexos;Pontificia Comillas;724 - Estudios dentales;..
Ambos Sexos;Pontificia Comillas;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Pontificia Comillas;726 - Terapia y rehabilitación;181
Ambos Sexos;Pontificia Comillas;727 - Farmacia;..
Ambos Sexos;Pontificia Comillas;762 - Trabajo social y orientación;79
Ambos Sexos;Pontificia Comillas;Total Servicios;..
Ambos Sexos;Pontificia Comillas;811 - Hostelería;..
Ambos Sexos;Pontificia Comillas;812 - Viajes, turismo y ocio;..
Ambos Sexos;Pontificia Comillas;813 - Deportes;..
Ambos Sexos;Pontificia Comillas;840 - Servicios de transporte;..
Ambos Sexos;Pontificia Comillas;851 - Control y tecnología medioambiental;..
Ambos Sexos;Pontificia de Salamanca;Total Ámbito;4.870
Ambos Sexos;Pontificia de Salamanca;Total Educación;1.701
Ambos Sexos;Pontificia de Salamanca;140 - Formación de personal docente y ciencias de la educación;72
Ambos Sexos;Pontificia de Salamanca;142 - Ciencias de la educación;44
Ambos Sexos;Pontificia de Salamanca;143 - Formación de docentes de enseñanza infantil;246
Ambos Sexos;Pontificia de Salamanca;144 - Formación de docentes de enseñanza primaria;1.339
Ambos Sexos;Pontificia de Salamanca;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Pontificia de Salamanca;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Pontificia de Salamanca;Total Artes y humanidades;181
Ambos Sexos;Pontificia de Salamanca;211 - Bellas artes;..
Ambos Sexos;Pontificia de Salamanca;212 - Música y artes del espectáculo;..
Ambos Sexos;Pontificia de Salamanca;213 - Técnicas audiovisuales y medios de comunicación;137
Ambos Sexos;Pontificia de Salamanca;214 - Diseño;..
Ambos Sexos;Pontificia de Salamanca;220 - Humanidades;14
Ambos Sexos;Pontificia de Salamanca;221 - Religión;..
Ambos Sexos;Pontificia de Salamanca;222 - Lenguas extranjeras;4
Ambos Sexos;Pontificia de Salamanca;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Pontificia de Salamanca;225 - Historia y arqueología;..
Ambos Sexos;Pontificia de Salamanca;226 - Filosofía y ética;26
Ambos Sexos;Pontificia de Salamanca;Total Ciencias sociales, educación comercial y derecho;945
Ambos Sexos;Pontificia de Salamanca;311 - Psicología;549
Ambos Sexos;Pontificia de Salamanca;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Pontificia de Salamanca;313 - Ciencias políticas;..
Ambos Sexos;Pontificia de Salamanca;314 - Economía;..
Ambos Sexos;Pontificia de Salamanca;320 - Periodismo e información;..
Ambos Sexos;Pontificia de Salamanca;321 - Periodismo;165
Ambos Sexos;Pontificia de Salamanca;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Pontificia de Salamanca;342 - Marketing y publicidad;210
Ambos Sexos;Pontificia de Salamanca;343 - Finanzas, banca y seguros;..
Ambos Sexos;Pontificia de Salamanca;345 - Administración y gestión de empresas;21
Ambos Sexos;Pontificia de Salamanca;380 - Derecho;..
Ambos Sexos;Pontificia de Salamanca;Total Ciencias;185
Ambos Sexos;Pontificia de Salamanca;421 - Biología y Bioquímica;..
Ambos Sexos;Pontificia de Salamanca;422 - Ciencias del medio ambiente;..
Ambos Sexos;Pontificia de Salamanca;442 - Química;..
Ambos Sexos;Pontificia de Salamanca;443 - Geología y meteorología;..
Ambos Sexos;Pontificia de Salamanca;462 - Estadística;..
Ambos Sexos;Pontificia de Salamanca;481 - Ciencias de la computación;185
Ambos Sexos;Pontificia de Salamanca;Total Ingeniería, industria y construcción;89
Ambos Sexos;Pontificia de Salamanca;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Pontificia de Salamanca;521 - Mecánica y metalurgia;..
Ambos Sexos;Pontificia de Salamanca;522 - Electricidad y energía;..
Ambos Sexos;Pontificia de Salamanca;523 - Electrónica y automática;..
Ambos Sexos;Pontificia de Salamanca;524 - Procesos químicos;..
Ambos Sexos;Pontificia de Salamanca;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Pontificia de Salamanca;541 - Industria de la alimentación;..
Ambos Sexos;Pontificia de Salamanca;544 - Minería y extracción;..
Ambos Sexos;Pontificia de Salamanca;581 - Arquitectura y urbanismo;89
Ambos Sexos;Pontificia de Salamanca;582 - Construcción e ingeniería civil;..
Ambos Sexos;Pontificia de Salamanca;Total Agricultura y veterinaria;..
Ambos Sexos;Pontificia de Salamanca;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Pontificia de Salamanca;623 - Silvicultura;..
Ambos Sexos;Pontificia de Salamanca;641 - Veterinaria;..
Ambos Sexos;Pontificia de Salamanca;Total Salud y servicios sociales;1.108
Ambos Sexos;Pontificia de Salamanca;720 - Salud;..
Ambos Sexos;Pontificia de Salamanca;721 - Medicina;..
Ambos Sexos;Pontificia de Salamanca;723 - Enfermería y atención a enfermos;686
Ambos Sexos;Pontificia de Salamanca;724 - Estudios dentales;..
Ambos Sexos;Pontificia de Salamanca;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Pontificia de Salamanca;726 - Terapia y rehabilitación;422
Ambos Sexos;Pontificia de Salamanca;727 - Farmacia;..
Ambos Sexos;Pontificia de Salamanca;762 - Trabajo social y orientación;..
Ambos Sexos;Pontificia de Salamanca;Total Servicios;661
Ambos Sexos;Pontificia de Salamanca;811 - Hostelería;..
Ambos Sexos;Pontificia de Salamanca;812 - Viajes, turismo y ocio;..
Ambos Sexos;Pontificia de Salamanca;813 - Deportes;661
Ambos Sexos;Pontificia de Salamanca;840 - Servicios de transporte;..
Ambos Sexos;Pontificia de Salamanca;851 - Control y tecnología medioambiental;..
Ambos Sexos;Ramón Llull;Total Ámbito;13.158
Ambos Sexos;Ramón Llull;Total Educación;1.611
Ambos Sexos;Ramón Llull;140 - Formación de personal docente y ciencias de la educación;390
Ambos Sexos;Ramón Llull;142 - Ciencias de la educación;1
Ambos Sexos;Ramón Llull;143 - Formación de docentes de enseñanza infantil;545
Ambos Sexos;Ramón Llull;144 - Formación de docentes de enseñanza primaria;675
Ambos Sexos;Ramón Llull;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Ramón Llull;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Ramón Llull;Total Artes y humanidades;661
Ambos Sexos;Ramón Llull;211 - Bellas artes;..
Ambos Sexos;Ramón Llull;212 - Música y artes del espectáculo;..
Ambos Sexos;Ramón Llull;213 - Técnicas audiovisuales y medios de comunicación;155
Ambos Sexos;Ramón Llull;214 - Diseño;484
Ambos Sexos;Ramón Llull;220 - Humanidades;..
Ambos Sexos;Ramón Llull;221 - Religión;..
Ambos Sexos;Ramón Llull;222 - Lenguas extranjeras;..
Ambos Sexos;Ramón Llull;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Ramón Llull;225 - Historia y arqueología;..
Ambos Sexos;Ramón Llull;226 - Filosofía y ética;22
Ambos Sexos;Ramón Llull;Total Ciencias sociales, educación comercial y derecho;6.187
Ambos Sexos;Ramón Llull;311 - Psicología;591
Ambos Sexos;Ramón Llull;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Ramón Llull;313 - Ciencias políticas;149
Ambos Sexos;Ramón Llull;314 - Economía;..
Ambos Sexos;Ramón Llull;320 - Periodismo e información;566
Ambos Sexos;Ramón Llull;321 - Periodismo;286
Ambos Sexos;Ramón Llull;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Ramón Llull;342 - Marketing y publicidad;320
Ambos Sexos;Ramón Llull;343 - Finanzas, banca y seguros;..
Ambos Sexos;Ramón Llull;345 - Administración y gestión de empresas;3.917
Ambos Sexos;Ramón Llull;380 - Derecho;358
Ambos Sexos;Ramón Llull;Total Ciencias;444
Ambos Sexos;Ramón Llull;421 - Biología y Bioquímica;..
Ambos Sexos;Ramón Llull;422 - Ciencias del medio ambiente;..
Ambos Sexos;Ramón Llull;442 - Química;133
Ambos Sexos;Ramón Llull;443 - Geología y meteorología;..
Ambos Sexos;Ramón Llull;462 - Estadística;..
Ambos Sexos;Ramón Llull;481 - Ciencias de la computación;311
Ambos Sexos;Ramón Llull;Total Ingeniería, industria y construcción;1.903
Ambos Sexos;Ramón Llull;520 - Ingeniería y profesiones afines;469
Ambos Sexos;Ramón Llull;521 - Mecánica y metalurgia;..
Ambos Sexos;Ramón Llull;522 - Electricidad y energía;..
Ambos Sexos;Ramón Llull;523 - Electrónica y automática;389
Ambos Sexos;Ramón Llull;524 - Procesos químicos;158
Ambos Sexos;Ramón Llull;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Ramón Llull;541 - Industria de la alimentación;..
Ambos Sexos;Ramón Llull;544 - Minería y extracción;..
Ambos Sexos;Ramón Llull;581 - Arquitectura y urbanismo;887
Ambos Sexos;Ramón Llull;582 - Construcción e ingeniería civil;..
Ambos Sexos;Ramón Llull;Total Agricultura y veterinaria;..
Ambos Sexos;Ramón Llull;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Ramón Llull;623 - Silvicultura;..
Ambos Sexos;Ramón Llull;641 - Veterinaria;..
Ambos Sexos;Ramón Llull;Total Salud y servicios sociales;1.451
Ambos Sexos;Ramón Llull;720 - Salud;..
Ambos Sexos;Ramón Llull;721 - Medicina;..
Ambos Sexos;Ramón Llull;723 - Enfermería y atención a enfermos;377
Ambos Sexos;Ramón Llull;724 - Estudios dentales;..
Ambos Sexos;Ramón Llull;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Ramón Llull;726 - Terapia y rehabilitación;845
Ambos Sexos;Ramón Llull;727 - Farmacia;60
Ambos Sexos;Ramón Llull;762 - Trabajo social y orientación;169
Ambos Sexos;Ramón Llull;Total Servicios;901
Ambos Sexos;Ramón Llull;811 - Hostelería;..
Ambos Sexos;Ramón Llull;812 - Viajes, turismo y ocio;274
Ambos Sexos;Ramón Llull;813 - Deportes;627
Ambos Sexos;Ramón Llull;840 - Servicios de transporte;..
Ambos Sexos;Ramón Llull;851 - Control y tecnología medioambiental;..
Ambos Sexos;San Jorge;Total Ámbito;2.009
Ambos Sexos;San Jorge;Total Educación;..
Ambos Sexos;San Jorge;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;San Jorge;142 - Ciencias de la educación;..
Ambos Sexos;San Jorge;143 - Formación de docentes de enseñanza infantil;..
Ambos Sexos;San Jorge;144 - Formación de docentes de enseñanza primaria;..
Ambos Sexos;San Jorge;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;San Jorge;146 - Formación de docentes de formación profesional;..
Ambos Sexos;San Jorge;Total Artes y humanidades;95
Ambos Sexos;San Jorge;211 - Bellas artes;..
Ambos Sexos;San Jorge;212 - Música y artes del espectáculo;..
Ambos Sexos;San Jorge;213 - Técnicas audiovisuales y medios de comunicación;59
Ambos Sexos;San Jorge;214 - Diseño;..
Ambos Sexos;San Jorge;220 - Humanidades;..
Ambos Sexos;San Jorge;221 - Religión;..
Ambos Sexos;San Jorge;222 - Lenguas extranjeras;36
Ambos Sexos;San Jorge;223 - Lenguas y dialectos españoles;..
Ambos Sexos;San Jorge;225 - Historia y arqueología;..
Ambos Sexos;San Jorge;226 - Filosofía y ética;..
Ambos Sexos;San Jorge;Total Ciencias sociales, educación comercial y derecho;271
Ambos Sexos;San Jorge;311 - Psicología;..
Ambos Sexos;San Jorge;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;San Jorge;313 - Ciencias políticas;..
Ambos Sexos;San Jorge;314 - Economía;..
Ambos Sexos;San Jorge;320 - Periodismo e información;..
Ambos Sexos;San Jorge;321 - Periodismo;102
Ambos Sexos;San Jorge;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;San Jorge;342 - Marketing y publicidad;104
Ambos Sexos;San Jorge;343 - Finanzas, banca y seguros;..
Ambos Sexos;San Jorge;345 - Administración y gestión de empresas;65
Ambos Sexos;San Jorge;380 - Derecho;..
Ambos Sexos;San Jorge;Total Ciencias;85
Ambos Sexos;San Jorge;421 - Biología y Bioquímica;..
Ambos Sexos;San Jorge;422 - Ciencias del medio ambiente;..
Ambos Sexos;San Jorge;442 - Química;..
Ambos Sexos;San Jorge;443 - Geología y meteorología;..
Ambos Sexos;San Jorge;462 - Estadística;..
Ambos Sexos;San Jorge;481 - Ciencias de la computación;85
Ambos Sexos;San Jorge;Total Ingeniería, industria y construcción;161
Ambos Sexos;San Jorge;520 - Ingeniería y profesiones afines;..
Ambos Sexos;San Jorge;521 - Mecánica y metalurgia;..
Ambos Sexos;San Jorge;522 - Electricidad y energía;..
Ambos Sexos;San Jorge;523 - Electrónica y automática;..
Ambos Sexos;San Jorge;524 - Procesos químicos;..
Ambos Sexos;San Jorge;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;San Jorge;541 - Industria de la alimentación;..
Ambos Sexos;San Jorge;544 - Minería y extracción;..
Ambos Sexos;San Jorge;581 - Arquitectura y urbanismo;161
Ambos Sexos;San Jorge;582 - Construcción e ingeniería civil;..
Ambos Sexos;San Jorge;Total Agricultura y veterinaria;..
Ambos Sexos;San Jorge;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;San Jorge;623 - Silvicultura;..
Ambos Sexos;San Jorge;641 - Veterinaria;..
Ambos Sexos;San Jorge;Total Salud y servicios sociales;1.175
Ambos Sexos;San Jorge;720 - Salud;..
Ambos Sexos;San Jorge;721 - Medicina;..
Ambos Sexos;San Jorge;723 - Enfermería y atención a enfermos;395
Ambos Sexos;San Jorge;724 - Estudios dentales;..
Ambos Sexos;San Jorge;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;San Jorge;726 - Terapia y rehabilitación;578
Ambos Sexos;San Jorge;727 - Farmacia;202
Ambos Sexos;San Jorge;762 - Trabajo social y orientación;..
Ambos Sexos;San Jorge;Total Servicios;222
Ambos Sexos;San Jorge;811 - Hostelería;..
Ambos Sexos;San Jorge;812 - Viajes, turismo y ocio;..
Ambos Sexos;San Jorge;813 - Deportes;222
Ambos Sexos;San Jorge;840 - Servicios de transporte;..
Ambos Sexos;San Jorge;851 - Control y tecnología medioambiental;..
Ambos Sexos;San Pablo-CEU;Total Ámbito;7.237
Ambos Sexos;San Pablo-CEU;Total Educación;91
Ambos Sexos;San Pablo-CEU;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;San Pablo-CEU;142 - Ciencias de la educación;..
Ambos Sexos;San Pablo-CEU;143 - Formación de docentes de enseñanza infantil;33
Ambos Sexos;San Pablo-CEU;144 - Formación de docentes de enseñanza primaria;58
Ambos Sexos;San Pablo-CEU;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;San Pablo-CEU;146 - Formación de docentes de formación profesional;..
Ambos Sexos;San Pablo-CEU;Total Artes y humanidades;327
Ambos Sexos;San Pablo-CEU;211 - Bellas artes;5
Ambos Sexos;San Pablo-CEU;212 - Música y artes del espectáculo;..
Ambos Sexos;San Pablo-CEU;213 - Técnicas audiovisuales y medios de comunicación;234
Ambos Sexos;San Pablo-CEU;214 - Diseño;..
Ambos Sexos;San Pablo-CEU;220 - Humanidades;39
Ambos Sexos;San Pablo-CEU;221 - Religión;..
Ambos Sexos;San Pablo-CEU;222 - Lenguas extranjeras;..
Ambos Sexos;San Pablo-CEU;223 - Lenguas y dialectos españoles;..
Ambos Sexos;San Pablo-CEU;225 - Historia y arqueología;49
Ambos Sexos;San Pablo-CEU;226 - Filosofía y ética;..
Ambos Sexos;San Pablo-CEU;Total Ciencias sociales, educación comercial y derecho;3.415
Ambos Sexos;San Pablo-CEU;311 - Psicología;166
Ambos Sexos;San Pablo-CEU;312 - Sociología, antropología y geografía social y cultural;128
Ambos Sexos;San Pablo-CEU;313 - Ciencias políticas;..
Ambos Sexos;San Pablo-CEU;314 - Economía;119
Ambos Sexos;San Pablo-CEU;320 - Periodismo e información;..
Ambos Sexos;San Pablo-CEU;321 - Periodismo;578
Ambos Sexos;San Pablo-CEU;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;San Pablo-CEU;342 - Marketing y publicidad;355
