Tipo de universidad;Comunidad Autónoma;Nacionalidad (regiones);Sexo;Total
Univ. Privadas Presenciales;Madrid (Comunidad de);Asia y Oceanía;Ambos sexos;138
Univ. Privadas Presenciales;Madrid (Comunidad de);Asia y Oceanía;Mujeres;56
Univ. Privadas Presenciales;Madrid (Comunidad de);Asia y Oceanía;Hombres;82
Univ. Privadas Presenciales;Murcia (Región de);Total;Ambos sexos;9.401
Univ. Privadas Presenciales;Murcia (Región de);Total;Mujeres;4.794
Univ. Privadas Presenciales;Murcia (Región de);Total;Hombres;4.607
Univ. Privadas Presenciales;Murcia (Región de);España;Ambos sexos;9.232
Univ. Privadas Presenciales;Murcia (Región de);España;Mujeres;4.714
Univ. Privadas Presenciales;Murcia (Región de);España;Hombres;4.518
Univ. Privadas Presenciales;Murcia (Región de);Unión Europea (28);Ambos sexos;116
Univ. Privadas Presenciales;Murcia (Región de);Unión Europea (28);Mujeres;49
Univ. Privadas Presenciales;Murcia (Región de);Unión Europea (28);Hombres;67
Univ. Privadas Presenciales;Murcia (Región de);Resto de Europa;Ambos sexos;18
Univ. Privadas Presenciales;Murcia (Región de);Resto de Europa;Mujeres;9
Univ. Privadas Presenciales;Murcia (Región de);Resto de Europa;Hombres;9
Univ. Privadas Presenciales;Murcia (Región de);EE.UU. y Canadá;Ambos sexos;2
Univ. Privadas Presenciales;Murcia (Región de);EE.UU. y Canadá;Mujeres;2
Univ. Privadas Presenciales;Murcia (Región de);EE.UU. y Canadá;Hombres;..
Univ. Privadas Presenciales;Murcia (Región de);América Latina y Caribe;Ambos sexos;24
Univ. Privadas Presenciales;Murcia (Región de);América Latina y Caribe;Mujeres;16
Univ. Privadas Presenciales;Murcia (Región de);América Latina y Caribe;Hombres;8
Univ. Privadas Presenciales;Murcia (Región de);Norte de África;Ambos sexos;3
Univ. Privadas Presenciales;Murcia (Región de);Norte de África;Mujeres;3
Univ. Privadas Presenciales;Murcia (Región de);Norte de África;Hombres;..
Univ. Privadas Presenciales;Murcia (Región de);Resto de África;Ambos sexos;2
Univ. Privadas Presenciales;Murcia (Región de);Resto de África;Mujeres;..
Univ. Privadas Presenciales;Murcia (Región de);Resto de África;Hombres;2
Univ. Privadas Presenciales;Murcia (Región de);Asia y Oceanía;Ambos sexos;4
Univ. Privadas Presenciales;Murcia (Región de);Asia y Oceanía;Mujeres;1
Univ. Privadas Presenciales;Murcia (Región de);Asia y Oceanía;Hombres;3
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Total;Ambos sexos;7.684
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Total;Mujeres;4.357
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Total;Hombres;3.327
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);España;Ambos sexos;7.048
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);España;Mujeres;4.084
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);España;Hombres;2.964
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Unión Europea (28);Ambos sexos;87
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Unión Europea (28);Mujeres;52
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Unión Europea (28);Hombres;35
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Resto de Europa;Ambos sexos;12
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Resto de Europa;Mujeres;8
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Resto de Europa;Hombres;4
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);EE.UU. y Canadá;Ambos sexos;29
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);EE.UU. y Canadá;Mujeres;17
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);EE.UU. y Canadá;Hombres;12
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);América Latina y Caribe;Ambos sexos;443
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);América Latina y Caribe;Mujeres;182
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);América Latina y Caribe;Hombres;261
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Norte de África;Ambos sexos;1
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Norte de África;Mujeres;..
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Norte de África;Hombres;1
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Resto de África;Ambos sexos;15
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Resto de África;Mujeres;3
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Resto de África;Hombres;12
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Asia y Oceanía;Ambos sexos;49
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Asia y Oceanía;Mujeres;11
Univ. Privadas Presenciales;Navarra (Comunidad Foral de);Asia y Oceanía;Hombres;38
Univ. Privadas Presenciales;País Vasco;Total;Ambos sexos;10.411
Univ. Privadas Presenciales;País Vasco;Total;Mujeres;5.564
Univ. Privadas Presenciales;País Vasco;Total;Hombres;4.847
Univ. Privadas Presenciales;País Vasco;España;Ambos sexos;10.274
Univ. Privadas Presenciales;País Vasco;España;Mujeres;5.495
Univ. Privadas Presenciales;País Vasco;España;Hombres;4.779
Univ. Privadas Presenciales;País Vasco;Unión Europea (28);Ambos sexos;68
Univ. Privadas Presenciales;País Vasco;Unión Europea (28);Mujeres;31
Univ. Privadas Presenciales;País Vasco;Unión Europea (28);Hombres;37
Univ. Privadas Presenciales;País Vasco;Resto de Europa;Ambos sexos;5
Univ. Privadas Presenciales;País Vasco;Resto de Europa;Mujeres;4
Univ. Privadas Presenciales;País Vasco;Resto de Europa;Hombres;1
Univ. Privadas Presenciales;País Vasco;EE.UU. y Canadá;Ambos sexos;3
Univ. Privadas Presenciales;País Vasco;EE.UU. y Canadá;Mujeres;..
Univ. Privadas Presenciales;País Vasco;EE.UU. y Canadá;Hombres;3
Univ. Privadas Presenciales;País Vasco;América Latina y Caribe;Ambos sexos;45
Univ. Privadas Presenciales;País Vasco;América Latina y Caribe;Mujeres;26
Univ. Privadas Presenciales;País Vasco;América Latina y Caribe;Hombres;19
Univ. Privadas Presenciales;País Vasco;Norte de África;Ambos sexos;3
Univ. Privadas Presenciales;País Vasco;Norte de África;Mujeres;..
Univ. Privadas Presenciales;País Vasco;Norte de África;Hombres;3
Univ. Privadas Presenciales;País Vasco;Resto de África;Ambos sexos;3
Univ. Privadas Presenciales;País Vasco;Resto de África;Mujeres;..
Univ. Privadas Presenciales;País Vasco;Resto de África;Hombres;3
Univ. Privadas Presenciales;País Vasco;Asia y Oceanía;Ambos sexos;10
Univ. Privadas Presenciales;País Vasco;Asia y Oceanía;Mujeres;8
Univ. Privadas Presenciales;País Vasco;Asia y Oceanía;Hombres;2
Univ. Privadas Presenciales;Rioja (la);Total;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);Total;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);Total;Hombres;..
Univ. Privadas Presenciales;Rioja (la);España;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);España;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);España;Hombres;..
Univ. Privadas Presenciales;Rioja (la);Unión Europea (28);Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);Unión Europea (28);Mujeres;..
Univ. Privadas Presenciales;Rioja (la);Unión Europea (28);Hombres;..
Univ. Privadas Presenciales;Rioja (la);Resto de Europa;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);Resto de Europa;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);Resto de Europa;Hombres;..
Univ. Privadas Presenciales;Rioja (la);EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);EE.UU. y Canadá;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);EE.UU. y Canadá;Hombres;..
Univ. Privadas Presenciales;Rioja (la);América Latina y Caribe;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);América Latina y Caribe;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);América Latina y Caribe;Hombres;..
Univ. Privadas Presenciales;Rioja (la);Norte de África;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);Norte de África;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);Norte de África;Hombres;..
Univ. Privadas Presenciales;Rioja (la);Resto de África;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);Resto de África;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);Resto de África;Hombres;..
Univ. Privadas Presenciales;Rioja (la);Asia y Oceanía;Ambos sexos;..
Univ. Privadas Presenciales;Rioja (la);Asia y Oceanía;Mujeres;..
Univ. Privadas Presenciales;Rioja (la);Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Total;Total;Ambos sexos;50.804
Univ. Privadas No Presenciales;Total;Total;Mujeres;29.211
Univ. Privadas No Presenciales;Total;Total;Hombres;21.593
Univ. Privadas No Presenciales;Total;España;Ambos sexos;49.707
Univ. Privadas No Presenciales;Total;España;Mujeres;28.524
Univ. Privadas No Presenciales;Total;España;Hombres;21.183
Univ. Privadas No Presenciales;Total;Unión Europea (28);Ambos sexos;448
Univ. Privadas No Presenciales;Total;Unión Europea (28);Mujeres;291
Univ. Privadas No Presenciales;Total;Unión Europea (28);Hombres;157
Univ. Privadas No Presenciales;Total;Resto de Europa;Ambos sexos;198
Univ. Privadas No Presenciales;Total;Resto de Europa;Mujeres;117
Univ. Privadas No Presenciales;Total;Resto de Europa;Hombres;81
Univ. Privadas No Presenciales;Total;EE.UU. y Canadá;Ambos sexos;28
Univ. Privadas No Presenciales;Total;EE.UU. y Canadá;Mujeres;18
Univ. Privadas No Presenciales;Total;EE.UU. y Canadá;Hombres;10
Univ. Privadas No Presenciales;Total;América Latina y Caribe;Ambos sexos;343
Univ. Privadas No Presenciales;Total;América Latina y Caribe;Mujeres;212
Univ. Privadas No Presenciales;Total;América Latina y Caribe;Hombres;131
Univ. Privadas No Presenciales;Total;Norte de África;Ambos sexos;33
Univ. Privadas No Presenciales;Total;Norte de África;Mujeres;20
Univ. Privadas No Presenciales;Total;Norte de África;Hombres;13
Univ. Privadas No Presenciales;Total;Resto de África;Ambos sexos;19
Univ. Privadas No Presenciales;Total;Resto de África;Mujeres;10
Univ. Privadas No Presenciales;Total;Resto de África;Hombres;9
Univ. Privadas No Presenciales;Total;Asia y Oceanía;Ambos sexos;28
Univ. Privadas No Presenciales;Total;Asia y Oceanía;Mujeres;19
Univ. Privadas No Presenciales;Total;Asia y Oceanía;Hombres;9
Univ. Privadas No Presenciales;Andalucía;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;Total;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;Total;Hombres;..
Univ. Privadas No Presenciales;Andalucía;España;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;España;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;España;Hombres;..
Univ. Privadas No Presenciales;Andalucía;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Andalucía;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Andalucía;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Andalucía;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Andalucía;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Andalucía;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Andalucía;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Andalucía;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Andalucía;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Andalucía;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Aragón;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;Total;Mujeres;..
Univ. Privadas No Presenciales;Aragón;Total;Hombres;..
Univ. Privadas No Presenciales;Aragón;España;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;España;Mujeres;..
Univ. Privadas No Presenciales;Aragón;España;Hombres;..
Univ. Privadas No Presenciales;Aragón;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Aragón;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Aragón;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Aragón;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Aragón;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Aragón;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Aragón;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Aragón;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Aragón;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Aragón;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Aragón;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Aragón;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Aragón;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Aragón;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Aragón;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Total;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);Total;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Total;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);España;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);España;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);España;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Norte de África;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Resto de África;Hombres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Asturias (Principado de);Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Asturias (Principado de);Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);Total;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);Total;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);Total;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);España;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);España;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);España;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);Norte de África;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);Resto de África;Hombres;..
Univ. Privadas No Presenciales;Balears (Illes);Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Balears (Illes);Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Balears (Illes);Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Canarias;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;Total;Mujeres;..
Univ. Privadas No Presenciales;Canarias;Total;Hombres;..
Univ. Privadas No Presenciales;Canarias;España;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;España;Mujeres;..
Univ. Privadas No Presenciales;Canarias;España;Hombres;..
Univ. Privadas No Presenciales;Canarias;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Canarias;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Canarias;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Canarias;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Canarias;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Canarias;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Canarias;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Canarias;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Canarias;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Canarias;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Canarias;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Canarias;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Canarias;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Canarias;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Canarias;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Cantabria;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;Total;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;Total;Hombres;..
Univ. Privadas No Presenciales;Cantabria;España;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;España;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;España;Hombres;..
Univ. Privadas No Presenciales;Cantabria;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Cantabria;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Cantabria;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Cantabria;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Cantabria;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Cantabria;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Cantabria;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Cantabria;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Cantabria;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Cantabria;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Total;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Total;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;España;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;España;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;España;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Castilla - La Mancha;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Castilla y León;Total;Ambos sexos;2.470
Univ. Privadas No Presenciales;Castilla y León;Total;Mujeres;1.496
Univ. Privadas No Presenciales;Castilla y León;Total;Hombres;974
Univ. Privadas No Presenciales;Castilla y León;España;Ambos sexos;2.433
Univ. Privadas No Presenciales;Castilla y León;España;Mujeres;1.476
Univ. Privadas No Presenciales;Castilla y León;España;Hombres;957
Univ. Privadas No Presenciales;Castilla y León;Unión Europea (28);Ambos sexos;20
Univ. Privadas No Presenciales;Castilla y León;Unión Europea (28);Mujeres;12
Univ. Privadas No Presenciales;Castilla y León;Unión Europea (28);Hombres;8
Univ. Privadas No Presenciales;Castilla y León;Resto de Europa;Ambos sexos;11
Univ. Privadas No Presenciales;Castilla y León;Resto de Europa;Mujeres;6
Univ. Privadas No Presenciales;Castilla y León;Resto de Europa;Hombres;5
Univ. Privadas No Presenciales;Castilla y León;EE.UU. y Canadá;Ambos sexos;3
Univ. Privadas No Presenciales;Castilla y León;EE.UU. y Canadá;Mujeres;1
Univ. Privadas No Presenciales;Castilla y León;EE.UU. y Canadá;Hombres;2
Univ. Privadas No Presenciales;Castilla y León;América Latina y Caribe;Ambos sexos;2
Univ. Privadas No Presenciales;Castilla y León;América Latina y Caribe;Mujeres;1
Univ. Privadas No Presenciales;Castilla y León;América Latina y Caribe;Hombres;1
Univ. Privadas No Presenciales;Castilla y León;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla y León;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Castilla y León;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Castilla y León;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Castilla y León;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Castilla y León;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Castilla y León;Asia y Oceanía;Ambos sexos;1
Univ. Privadas No Presenciales;Castilla y León;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Castilla y León;Asia y Oceanía;Hombres;1
Univ. Privadas No Presenciales;Cataluña;Total;Ambos sexos;33.477
Univ. Privadas No Presenciales;Cataluña;Total;Mujeres;17.669
Univ. Privadas No Presenciales;Cataluña;Total;Hombres;15.808
Univ. Privadas No Presenciales;Cataluña;España;Ambos sexos;32.786
Univ. Privadas No Presenciales;Cataluña;España;Mujeres;17.257
Univ. Privadas No Presenciales;Cataluña;España;Hombres;15.529
Univ. Privadas No Presenciales;Cataluña;Unión Europea (28);Ambos sexos;276
Univ. Privadas No Presenciales;Cataluña;Unión Europea (28);Mujeres;167
Univ. Privadas No Presenciales;Cataluña;Unión Europea (28);Hombres;109
Univ. Privadas No Presenciales;Cataluña;Resto de Europa;Ambos sexos;163
Univ. Privadas No Presenciales;Cataluña;Resto de Europa;Mujeres;94
Univ. Privadas No Presenciales;Cataluña;Resto de Europa;Hombres;69
